Well_Name,WellType_Name,WellClass_Name,Total_Dept,SPud_Date,Remarks,Production Completed
OKAN-51,Oil Producer,DEV,2614,Jul 20/74,,
OKAN-52,Oil Producer,DEV,2621,Aug 01/74,,
OKAN-53,Oil Producer,DEV,2758,Aug 15/74,,
OKAN-54,Oil Producer,DEV,2832,Aug 31/74,,
OKAN-55,Oil Producer,DEV,3024,Sep 30/74,,
OKAN-56,Oil Producer,DEV,2694,Nov 16/74,,
OKAN-57,Oil Producer,DEV,2818,Jul 16/75,,
OKAN-58,Oil Producer,DEV,2944,Mar 17/77,,
OKAN-59,Oil Producer,DEV,2484,Mar 19/78,,
OKAN-6,Not Applicable,ORD APP,2173,May 10/64,,
OKAN-60,Oil Producer,DEV,2313,Jul 12/78,,
OKAN-61,Not Applicable,ORD APP,2377,Dec 04/78,,
OKAN-62,Oil Producer,DEV,4068,Apr 15/79,,
OKAN-63,Oil Producer,DEV,2713,May 18/79,,
OKAN-64,Oil Producer,DEV,3780,Jun 10/79,,
OKAN-65,Oil Producer,DEV,3414,Jun 11/79,,
OKAN-66,Oil Producer,DEV,2830,Aug 03/79,,
OKAN-67,Not Applicable,ORD APP,2652,Oct 29/79,,
OKAN-67ST1,Oil Producer,DEV,1222,,,
OKAN-68,Oil Producer,DEV,2591,Dec 23/79,,
OKAN-69,Oil Producer,DEV,3583,Feb 11/80,,
OKAN-7,Not Applicable,ORD APP,2108,Jun 10/64,,
OKAN-70,Not Applicable,ORD APP,2740,Jan 10/81,,
OKAN-71,Oil Producer,DEV,2518,Feb 14/81,,
OKAN-72,Oil Producer,DEV,3787,Mar 26/81,,
OKAN-73,Oil Producer,DEV,3757,Jul 09/83,,
OKAN-74,Oil Producer,DEV,3810,Mar 23/84,,
OKAN-75,Oil Producer,DEV,4145,Aug 10/84,,
OKAN-76,Oil Producer,DEV,3803,Oct 19/90,,
OKAN-76ST,Oil Producer,DEV,4423,Dec 09/01,,
OKAN-77,Oil Producer,DEV,3565,Oct 15/95,,
OKAN-78,Oil Producer,DEV,3613,Dec 02/95,,
OKAN-79,Oil Producer,DEV,2074,Jan 15/96,,
OKAN-8,Oil Producer,DEV,3147,Jun 29/64,,
OKAN-80,Oil Producer,DEV,3797,Aug 13/96,,
OKAN-81,Oil Producer,DEV,1120,Sep 24/96,,
OKAN-82,Oil Producer,DEV,3720,Nov 28/96,,
OKAN-83,Oil Producer,DEV,3710,Apr 14/97,,
OKAN-84,Oil Producer,DEV,3676,Jul 10/97,,
OKAN-85,Oil Producer,DEV,3547,Sep 04/97,,
OKAN-86I,Water Injector,DEV,2713,Jun 28/99,,
OKAN-87 (37C),Water Injector,DEV,2611,Aug 22/99,,
OKAN-87IST1 (37C),Water Injector,DEV,2201,Sep 13/99,,
OKAN-88,Oil Producer,DEV,2834.6,Oct 30/99,,
OKAN-89H,Oil Producer,DEV,2605,Jul 29/00,,
OKAN-9,Not Applicable,ORD APP,2108,Aug 03/64,,
OKAN-90H (65C),Oil Producer,DEV,3109,Jan 12/01,,
OKAN-91H,Oil Producer,DEV,2786,Feb 05/01,,
OKAN-92H (63CH),Oil Producer,DEV,2578,Apr 30/01,,
OKAN-93I,Water Injector,DEV,2926,Nov 17/01,,
OKAN-94HI,Water Injector,DEV,2903,Nov 21/01,,
OKAN-95P (73B-H),Oil Producer,DEV,3030,Aug 14/02,,
OKAN-96H (73C),Oil Producer,DEV,2672,Sep 04/02,,
OKAN-97 (73B),Oil Producer,DEV,3030,Sep 23/02,,
OKAN-98 (22B),Oil Producer,DEV,2434,Sep 19/04,,
OKAN-99H,Oil Producer,DEV,3322,Oct 22/04,,
OKI-1,Not Applicable,EXP,3363,Nov 20/89,,
OKIORI-1,Not Applicable,EXP,3505,Oct 08/75,,
OKIORI-2,Not Applicable,ORD APP,3964,Dec 28/81,,
OKI-OZIENGBE SOUTH 1 (EX OKI-BA),Not Applicable,ORD APP,"12,520ft",9/9/2013,,
OKO-1,Not Applicable,EXP,4433,Mar 28/06,,
OKODO-1,Not Applicable,EXP,,Apr 19/06,,
OKOLOMA-1,Not Applicable,EXP,3060.2,Jun 14/59,,
OKONO-007,Oil Producer,DEV,4069.08,24.01.2010,,
OKONO-06,Oil Producer,DEV,4568.82,17.10.2009,,
OKONO-06 DEEP,Oil Producer,DEV,3725.87,05.11.2009,,
OKONO-1,Not Applicable,EXP,3202,Apr 21/83,,
OKONO-2,Oil Producer,DEV,2762,Mar 14/01,,
OKONO-3,Oil Producer,DEV,2890,Mar 16/01,,
OKONO-4,Oil Producer,DEV,3017,Mar 15/01,,
OKONO-5ST1,Oil Producer,DEV,3755,Jul 29/01,,
OKONO-6,Oil Producer,DEV,3000,May 01/06,,
OKONO-7,Oil Producer,DEV,3000,Jul 03/06,,
OKOPORO-1,Not Applicable,EXP,3773.7,Nov 16/60,,
OKOPORO-2,Not Applicable,EXP,3487,Oct 24/91,,
OKOPORO-3,Oil Producer,DEV,"10,450ft",27-Jun-13,,
OKORO-1,Not Applicable,EXP,3169.9,May 05/73,,
OKORO-11,Oil Producer,DEV,9997ftMD,,,
OKORO-12,Oil Producer,DEV,8107ftMD,"Dec. 10, 2010",,
OKORO-13,Not Applicable,ORD APP,8751ftMD,18-Dec-11,,
OKORO-13                    (EX OKORO EAST-1),Not Applicable,ORD APP,8751ftMD,18-Dec-11,,
OKORO-14,Oil Producer,DEV,"10,313ftMD",15-Jul-12,,
OKORO-2,Not Applicable,ORD APP,3015,Oct 09/74,,
OKORO-3,Not Applicable,ORD APP,1981,Oct 14/06,,
OKORO-3ST1,Not Applicable,EXP,2094,Nov 23/06,,
OKORO-5ST1,Not Applicable,ORD APP,6800ft,,,
OKORO-5ST2,Oil Producer,DEV,9800ftMD,,,
OKOROBA-1,Not Applicable,EXP,4005,Dec 06/90,,
OKOROMA-1,Not Applicable,EXP,3383,Nov 11/79,,
OKPA-1,Not Applicable,EXP,2624,Aug 05/90,,
OKPAI-1,Not Applicable,EXP,3436,Apr 01/68,,
OKPAI-10,Oil Producer,DEV,3872,Jan 18/81,,
OKPAI-10ST1,Oil Producer,DEV,3821,Mar 01/81,,
OKPAI-11,Oil Producer,DEV,3872,May 22/81,,
OKPAI-12 DIR,Oil Producer,DEV,3091,Mar 28/04,,
OKPAI-1ST2,Not Applicable,ORD APP,3436,Jun 01/68,,
OKPAI-2,Not Applicable,ORD APP,3611.9,Jan 23/69,,
OKPAI-3,Not Applicable,ORD APP,3756.1,Feb 28/69,,
OKPAI-4,Not Applicable,ORD APP,1019,Jan 18/71,,
OKPAI-5,Oil Producer,DEV,3927,Apr 09/74,,
OKPAI-6,Oil Producer,DEV,3621,Oct 29/74,,
OKPAI-7,Oil Producer,DEV,3319,Jun 27/75,,
OKPAI-7ST1,Oil Producer,DEV,3800,Aug 01/75,,
OKPAI-7ST2,Oil Producer,DEV,3846,Oct 01/75,,
OKPAI-8,Oil Producer,DEV,3500,Feb 14/79,,
OKPAI-8ST1,Oil Producer,DEV,3868,Mar 01/79,,
OKPAI-9,Oil Producer,DEV,1159,Aug 28/79,,
OKPAI-9B,Oil Producer,DEV,3890,Sep 09/80,,
OKPARABE-1,Not Applicable,EXP,3643.9,Feb 28/66,,
OKPAYA-1,Not Applicable,EXP,988.5,Feb 14/54,,
OKPO-1,Not Applicable,EXP,2431,Dec 20/85,,
OKPOHO-1,Not Applicable,EXP,2950,Jul 31/78,,
OKPOHO-2,Not Applicable,ORD APP,2269,Oct 28/82,,
OKPOHO-3H,Not Applicable,ORD APP,3831,Feb 11/02,,
OKPOHO-4 DIR,Oil Producer,DEV,2265,Jan 26/03,,
OKPOHO-5 DIR,Oil Producer,DEV,2061,Feb 26/03,,
OKPOHO-6 DIR,Oil Producer,DEV,1470,Mar 22/03,,
OKPOHO-6 DIR ST1,Oil Producer,DEV,2315,Apr 19/03,,
OKPOHO-7 DIR,Oil Producer,DEV,2020,Apr 03/03,,
OKPOHO-8 DIR,Oil Producer,DEV,2700,May 06/03,,
OKPOI-1,Not Applicable,EXP,2390,May 27/01,,
OKPOK-1,Not Applicable,EXP,1260,Apr 29/97,,
OKPOKO SOUTH-1,Not Applicable,EXP,3268,Mar 10/82,,
OKPOKO SOUTH-1ST1 (EX. OKPOKO SOUTH-1BIS),Not Applicable,EXP,3691,May 01/82,,
OKPOKO WEST-1,Not Applicable,EXP,3006.9,Nov 27/71,,
OKPOKO WEST-2,Not Applicable,EXP,3310,Jul 01/76,,
OKPOKO-1 (EX. OKPOKO CREEK-1),Not Applicable,EXP,3015,Feb 12/67,,
OKPOKO-10,Not Applicable,ORD APP,2504,Jan 19/82,,
OKPOKO-11,Oil Producer,DEV,2521,Dec 01/82,,
OKPOKO-12,Oil Producer,DEV,2202,Jan 03/83,,
OKPOKO-13,Oil Producer,DEV,2175,Mar 04/83,,
OKPOKO-14,Oil Producer,DEV,2385,May 22/83,,
OKPOKO-14ST1  (EX. OKPOKO-14B),Oil Producer,DEV,2365,Jun 10/83,,
OKPOKO-15,Oil Producer,DEV,2119,Jun 10/85,,
OKPOKO-16,Oil Producer,DEV,1902,Sep 03/85,,
OKPOKO-17,Oil Producer,DEV,2067,Sep 13/85,,
OKPOKO-18,Oil Producer,DEV,2345.5,Aug 07/86,,
OKPOKO-19,Oil Producer,DEV,1980.5,Jul 26/89,,
OKPOKO-2,Not Applicable,ORD APP,2590.8,May 14/72,,
OKPOKO-20,Oil Producer,DEV,2054,Aug 04/89,,
OKPOKO-21,Oil Producer,DEV,2195,May 10/92,,
OKPOKO-22 (EX OKPOKO E2),Oil Producer,DEV,1283,Jun 06/92,,
OKPOKO-23,Oil Producer,DEV,2272,Sep 23/92,,
OKPOKO-2ST1 (EX. OKPOKO-2BIS),Not Applicable,ORD APP,2204,Jan 22/81,,
OKPOKO-3,Not Applicable,ORD APP,2372.9,Aug 21/72,,
OKPOKO-4,Oil Producer,DEV,2189,Jun 20/76,,
OKPOKO-5,Oil Producer,DEV,2131,Aug 20/77,,
OKPOKO-6,Not Applicable,ORD APP,2472,Oct 10/80,,
OKPOKO-7,Not Applicable,ORD APP,2500,Feb 18/81,,
OKPOKO-8,Not Applicable,ORD APP,2499,Jul 31/81,,
OKPOKO-9,Oil Producer,DEV,2603,Feb 23/82,,
OKPOKO-9ST1 (EX. OKPOKO-9B),Oil Producer,DEV,2297,Mar 13/82,,
OKPOKO-9ST2 (EX. OKPOKO-9C),Oil Producer,DEV,2018,Feb 02/85,,
OKPOKU-1,Not Applicable,EXP,3917,May 14/02,,
OKPOKUNOU-1,Not Applicable,EXP,4193.4,May 18/78,,
OKPOKUNOU-2,Not Applicable,ORD APP,4118,Apr 15/79,,
OKPOKUNOU-3,Not Applicable,ORD APP,3816,Dec 26/80,,
OKPOKUNOU-4,Not Applicable,ORD APP,3597,Dec 28/82,,
OKPOLO-1,Not Applicable,EXP,2590.8,Apr 11/65,,
OKPOMA-1,Not Applicable,EXP,3672.8,Dec 18/66,,
OKPORHURU-1,Not Applicable,EXP,4061,May 17/81,,
OKPORHURU-2,Not Applicable,ORD APP,3456,Nov 15/84,,
OKPORHURU-3,Not Applicable,ORD APP,3882,Oct 23/89,,
OKPORHURU-4 ,Oil Producer,APP/DEV,"11,388ftah ",16-Dec-12,,
OKPORHURU-5,Oil Producer,DEV,6515ft,13-Mar-13,,
OKPORHURU-5ST ,Oil Producer,DEV,"10,600ft",13-Mar-13,,
OKPORHURU-6,Oil Producer,DEV,"11,148ftMD",12-Jun-13,,
OKPORO-1,Not Applicable,EXP,,May 27/06,,
OKPOSO EAST-1,Not Applicable,EXP,2472,May 08/80,,
OKUA-1,Not Applicable,EXP,3709.7,Jan 17/68,,
OKUBIE-1,Not Applicable,EXP,3566.2,Jul 17/66,,
OKUBIE-2,Not Applicable,ORD APP,3782.6,Oct 12/66,,
OKUBIE-3,Not Applicable,ORD APP,3918.2,Jan 12/67,,
OKUBIE-4,Not Applicable,ORD APP,1217.7,Jul 24/67,,
OKUBIE-5,Oil Producer,DEV,4220,Jan 06/83,,
OKUBIE-6,Oil Producer,DEV,3836,Dec 03/94,,
OKUBIE-6ST1,Oil Producer,DEV,4050,Jan 03/95,,
OKUBIE-7,Oil Producer,DEV,4034,Sep 03/97,,
OKUBIE-8,Oil Producer,DEV,4218,Nov 14/97,,
OKUBOTIN-1,Not Applicable,EXP,3945.6,Jun 02/71,,
OKUK-1,Not Applicable,EXP,3327,Sep 30/78,,
OKUK-2,Not Applicable,ORD APP,341,May 11/80,,
OKUK-3,Not Applicable,ORD APP,2876,Nov 27/82,,
OKW-12,Oil Producer,DEV,3016m,,,
OKW-13,Oil Producer,DEV,2810m,,,
OKW-15,Oil Producer,DEV,2665m,,,
OKW-16,Oil Producer,DEV,2726m,,,
OKW-17,Oil Producer,DEV,3555m,,,
OKW-18H,Oil Producer,DEV,"12,530ft MD",,,
OKW-19,Oil Producer,DEV,2014m,,,
OKW-20ST,Oil Producer,DEV,3016m,,,
OKW-21,Oil Producer,DEV,2137m,,,
OKW-22H,Oil Producer,DEV,2920m,,,
OKWEFE-1,Not Applicable,EXP,3608,Jul 31/89,,
OKWOK-1,Not Applicable,EXP,1941.3,Nov 20/67,,
OKWOK-10,Not Applicable,ORD APP,4117ftMD,23-Nov-12,,
OKWOK-10ST,Not Applicable,ORD APP,5376ftMD,15-Dec-12,,
OKWOK-11,Not Applicable,ORD APP,4650ftMD,2012,,
OKWOK-11ST,Not Applicable,ORD APP,3900ftMD,,,
OKWOK-11ST2,Not Applicable,ORD APP,4134ftMD,,,
OKWOK-2,Not Applicable,ORD APP,2489,Apr 02/68,,
OKWOK-3,Not Applicable,ORD APP,1280.2,Apr 27/68,,
OKWOK-4A,Not Applicable,ORD APP,1000,Jul 05/06,,
OKWOK-4AST1,Not Applicable,ORD APP,1200,Jul 21/06,,
OKWOK-7A,Not Applicable,ORD APP,1000,Aug 12/06,,
OKWOK-8A,Not Applicable,ORD APP,1000,Sep 13/06,,
OKWOK-9,Not Applicable,ORD APP,4916ftMD,25 Aug. 2010,,
OKWORI SOUTH-1,Not Applicable,EXP,2972,May 29/94,,
OKWORI SOUTH-2,Not Applicable,ORD APP,4622,Feb 13/96,,
OKWORI SOUTH-3,Not Applicable,ORD APP,3601,May 11/96,,
OKWORI SOUTH-4,Oil Producer,DEV,2391,May 04/97,,
OKWORI-1,Not Applicable,EXP,3370.2,May 31/72,,
OKWORI-10,Oil Producer,DEV,3795,Nov 30/04,,
OKWORI-11,Oil Producer,DEV,3377,Mar 10/05,,
OKWORI-12,Oil Producer,DEV,3624,Aug 15/05,,
OKWORI-13,Oil Producer,DEV,2066,Jan 19/06,,
OKWORI-13ST1,Oil Producer,DEV,3500,May 01/06,,
OKWORI-14,Oil Producer,DEV,3090,Jan 20/06,,
OKWORI-15A,Oil Producer,DEV,3500,,,
OKWORI-15AST1,Oil Producer,DEV,3298,May 12/07,,
OKWORI-15AST2,Oil Producer,DEV,3297,,,
OKWORI-18,Oil Producer,DEV,3322.32,Re-entry-2009,,
OKWORI-18ST,Oil Producer,DEV,3189.5,15.12.2008,,
OKWORI-19,Not Applicable,EXP,,,,
OKWORI-19,Not Applicable,ORD APP,3810,18.03.2009,,
OKWORI-2,Not Applicable,ORD APP,3134.9,Jan 21/73,,
OKWORI-20H,Oil Producer,DEV,3784.09,05.09.2010,,
OKWORI-21H,Oil Producer,DEV,3633.21,11.07.2010,,
OKWORI-22H,Oil Producer,DEV,3242,05.07.2011,,
OKWORI-23H,Oil Producer,DEV,3640,21.07.2011,,
OKWORI-24H,Oil Producer,DEV,3390.29,09.08.2011,,
OKWORI-25H,Oil Producer,DEV,3182.1,12.03.2011,,
OKWORI-26,Oil Producer,DEV,2998,06.03.2012,,
OKWORI-2A,Not Applicable,ORD APP,3250.1,Feb 23/73,,
OKWORI-7,Oil Producer,DEV,3083,Jul 28/04,,
OKWORI-7ST1,Oil Producer,DEV,,Oct 22/05,,
OKWORI-8,Oil Producer,DEV,3165,Jul 31/04,,
OKWORI-8ST1,Oil Producer,DEV,3251,Aug 15/04,,
OKWORI-9,Oil Producer,DEV,1420,Dec 02/04,,
OKWORI-9ST1,Oil Producer,DEV,2466,Dec 13/04,,
OKWUIBOME-1,Not Applicable,EXP,3286.4,Mar 14/66,,
OKWUIBOME-10,Oil Producer,DEV,2990m,17th-Jul-2010,,
OKWUIBOME-10,Oil Producer,DEV,2930m,17th-Jul-2010,,
OKWUIBOME-11,Oil Producer,DEV,2560m,13th-sept-2010,,
OKWUIBOME-12,Oil Producer,DEV,3018m,20th-dec-2010 ,,
OKWUIBOME-17,Oil Producer,DEV,3610m,26th-dec-2010 ,,
OKWUIBOME-2,Not Applicable,EXP,3476,Mar 20/79,,
OKWUIBOME-20,Oil Producer,DEV,2407m,,,
OKWUIBOME-3,Not Applicable,ORD APP,3885,Mar 25/88,,
OKWUIBOME-4,Not Applicable,ORD APP,4420,Mar 02/89,,
OKWUIBOME-5,Not Applicable,ORD APP,3845,12.06.2009,,
OKWUIBOME-6,Not Applicable,ORD APP,2050,02.09.2009,,
OKWUIBOME-7,Not Applicable,ORD APP,3630,28.10.2009,,
OKWUIBOME-8,Not Applicable,ORD APP,2063,28.11.2009,,
OKWUIBOME-9,Not Applicable,ORD APP,2523m,March-04-2010,,
OKWUKWE-1,Not Applicable,EXP,2432,Jul 12/95,,
OKWUKWE-1A,Not Applicable,EXP,2528,Apr 14/96,,
OLA-1,Not Applicable,EXP,2750.8,Sep 15/64,,
OLA-2,Not Applicable,EXP,2438.4,Sep 10/65,,
OLEH-02,Not Applicable,ORD APP,3929,20.07.2011,,
OLEH-1,Oil Producer,DEV,,May-5-2010,,
OLEH-1,Oil Producer,DEV,4760,17.02.2010,,
OLO WEST-1,Not Applicable,EXP,3662,Jun 05/89,,
OLO WEST-2,Not Applicable,EXP,3307,Jun 15/93,,
OLO WEST-2ST1,Not Applicable,ORD APP,3424,Aug 08/93,,
OLO WEST-2ST2,Not Applicable,ORD APP,3448,Aug 28/93,,
OLO-1,Not Applicable,EXP,3167,Jun 13/88,,
OLO-2,Not Applicable,ORD APP,1543,Jan 28/89,,
OLO-2ST1,Not Applicable,ORD APP,3550,Feb 01/89,,
OLO-3,Not Applicable,ORD APP,3502,Oct 22/92,,
OLO-4,Oil Producer,DEV,2564,Nov 08/95,,
OLO-4ST1,Oil Producer,DEV,3160,Dec 07/95,,
OLO-5,Oil Producer,DEV,1319,Jan 17/97,,
OLO-5ST1,Oil Producer,DEV,3127,Jan 28/97,,
OLO-5ST2,Oil Producer,DEV,3706,Feb 23/97,,
OLOBIA-1,Not Applicable,EXP,2728,Jan 24/86,,
OLOGBO-1,Not Applicable,EXP,4004,May 13/76,,
OLOGBO-10,Oil Producer,DEV,3841,Sep 01/01,,
OLOGBO-11,Oil Producer,DEV,3568,Oct 27/02,,
OLOGBO-12,Oil Producer,DEV,3900,Jan 28/03,,
OLOGBO-2,Not Applicable,ORD APP,3505,Nov 12/94,,
OLOGBO-3,Not Applicable,ORD APP,4008,Feb 25/95,,
OLOGBO-3ST1,Not Applicable,ORD APP,3651,Apr 27/95,,
OLOGBO-4,Oil Producer,DEV,3596,Jul 27/95,,
OLOGBO-5,Oil Producer,DEV,2263,Oct 30/95,,
OLOGBO-6,Oil Producer,DEV,3597,Jan 17/99,,
OLOGBO-7,Oil Producer,DEV,3475,Jul 21/99,,
OLOGBO-8,Oil Producer,DEV,3246,Nov 23/99,,
OLOGBO-8ST1,Oil Producer,DEV,3152,Jan 09/00,,
OLOGBO-9,Oil Producer,DEV,3547,Mar 29/00,,
OLOGBO-M (13) ,Not Applicable,ORD APP,"12,912",SEP-26-2009,,
OLOGBO-N,Oil Producer,DEV,"10,994ft MD",,,
OLOGBUN-10,Not Applicable,ORD APP,,Jul 01/66,,
OLOGBUN-9,Not Applicable,ORD APP,,Jul 01/66,,
OLOIBIRI-1,Not Applicable,EXP,3660,Aug 03/55,,
OLOIBIRI-10,Not Applicable,ORD APP,2926,Mar 16/58,,
OLOIBIRI-11,Oil Producer,DEV,3170,Jun 17/58,,
OLOIBIRI-12,Not Applicable,ORD APP,3200,Jul 25/58,,
OLOIBIRI-13,Oil Producer,DEV,3169,Aug 26/58,,
OLOIBIRI-14,Oil Producer,DEV,3048,Sep 30/58,,
OLOIBIRI-15,Not Applicable,ORD APP,3048,Oct 28/58,,
OLOIBIRI-16,Oil Producer,DEV,3051,Nov 27/58,,
OLOIBIRI-17,Not Applicable,ORD APP,3816,Jun 09/67,,
OLOIBIRI-18,Not Applicable,ORD APP,2931,Apr 21/79,,
OLOIBIRI-2,Not Applicable,ORD APP,2932,Jun 26/56,,
OLOIBIRI-3,Not Applicable,ORD APP,3154,Oct 16/56,,
OLOIBIRI-4,Not Applicable,ORD APP,3205,Jan 23/57,,
OLOIBIRI-5,Not Applicable,ORD APP,3259,Apr 12/57,,
OLOIBIRI-6,Not Applicable,ORD APP,3170,Jun 14/57,,
OLOIBIRI-7,Not Applicable,ORD APP,3201,Oct 10/57,,
OLOIBIRI-8,Not Applicable,ORD APP,3149,Dec 06/57,,
OLOIBIRI-9,Not Applicable,ORD APP,3190,Feb 06/58,,
OLOKUN-1,Not Applicable,EXP,4267,Dec 21/71,,
OLOMORO OLEH-36,Oil Producer,DEV,2505,Aug 13/91,,
OLOMORO OLEH-37,Oil Producer,DEV,2804,Sep 10/91,,
OLOMORO OLEH-38,Oil Producer,DEV,3211,Oct 10/91,,
OLOMORO OLEH-39,Oil Producer,DEV,2761,Nov 23/91,,
OLOMORO OLEH-40,Oil Producer,DEV,2723,Jan 18/92,,
OLOMORO-1,Not Applicable,EXP,3946,Nov 30/62,,
OLOMORO-10,Not Applicable,ORD APP,3078,Nov 09/64,,
OLOMORO-11,Not Applicable,ORD APP,3078,Dec 02/64,,
OLOMORO-12,Not Applicable,ORD APP,3082,Jul 25/65,,
OLOMORO-13,Not Applicable,ORD APP,3078,Aug 14/65,,
OLOMORO-14,Not Applicable,ORD APP,3321,Sep 01/65,,
OLOMORO-15,Oil Producer,DEV,3082,Sep 19/65,,
OLOMORO-16,Not Applicable,ORD APP,3082,Oct 08/65,,
OLOMORO-17,Not Applicable,ORD APP,3286,Oct 23/65,,
OLOMORO-18,Not Applicable,ORD APP,3042,Nov 16/65,,
OLOMORO-19,Not Applicable,ORD APP,3078,Nov 22/65,,
OLOMORO-2,Not Applicable,ORD APP,3200,Oct 02/63,,
OLOMORO-20,Not Applicable,ORD APP,611,Dec 08/65,,
OLOMORO-21,Not Applicable,ORD APP,3538.7,Oct 14/66,,
OLOMORO-22,Oil Producer,DEV,3078.5,Oct 15/66,,
OLOMORO-23,Oil Producer,DEV,3078.5,Nov 07/66,,
OLOMORO-24,Not Applicable,ORD APP,3078.5,Dec 11/66,,
OLOMORO-25,Not Applicable,ORD APP,3221.7,Aug 28/68,,
OLOMORO-26,Not Applicable,ORD APP,3073.9,Oct 12/68,,
OLOMORO-27,Not Applicable,ORD APP,3139.4,Nov 24/68,,
OLOMORO-28,Not Applicable,ORD APP,3063.2,Dec 11/68,,
OLOMORO-29,Not Applicable,ORD APP,2545.1,Dec 24/68,,
OLOMORO-3,Not Applicable,ORD APP,3139,Oct 25/63,,
OLOMORO-30,Not Applicable,ORD APP,3063.2,Jan 04/69,,
OLOMORO-31,Not Applicable,ORD APP,3063.2,Jan 24/69,,
OLOMORO-32,Not Applicable,ORD APP,2246.7,Oct 01/70,,
OLOMORO-33,Oil Producer,DEV,3129,Jan 02/83,,
OLOMORO-34,Oil Producer,DEV,2678,Mar 08/90,,
OLOMORO-35,Oil Producer,DEV,2743,Apr 19/90,,
OLOMORO-4,Not Applicable,ORD APP,3140,Nov 14/63,,
OLOMORO-5,Not Applicable,ORD APP,3078,Dec 02/63,,
OLOMORO-6,Not Applicable,ORD APP,3581,Apr 29/64,,
OLOMORO-7,Not Applicable,ORD APP,3200,Jun 09/64,,
OLOMORO-8,Not Applicable,ORD APP,3109,Jun 29/64,,
OLOMORO-9,Oil Producer,DEV,3078,Oct 19/64,,
OLOMU-1,Not Applicable,EXP,3267,Apr 20/83,,
OLONGO-1,Not Applicable,EXP,3660.3,Dec 10/66,,
OLORI-1,Not Applicable,EXP,2507,May 20/01,,
OLOYE-1,Not Applicable,EXP,3009.9,Jul 22/69,,
OLOYE-2,Not Applicable,ORD APP,2638,Dec 20/90,,
OLOYE-3,Not Applicable,ORD APP,1851,Feb 02/92,,
OLUA-1,Not Applicable,EXP,3778,Dec 29/78,,
OLUMBE-1,Not Applicable,EXP,3354.3,Apr 25/59,,
OLURE-1,Not Applicable,EXP,3908.8,Jul 27/66,,
OLURE-2,Not Applicable,ORD APP,3709,Sep 15/74,,
OLURE-3,Not Applicable,ORD APP,3749,Dec 11/80,,
OMA-1,Not Applicable,EXP,1922,Jun 05/81,,
OMA-2 (EX-TOWEI-1X),Not Applicable,1st APP,7845.2ft,2/7/2013,,
OMA-2 ST,Not Applicable,1st APP,6500ft,2/7/2013,,
OMADINO-1,Not Applicable,EXP,3316,Jul 28/82,,
OMERELU-1,Not Applicable,EXP,3129.1,Jan 05/75,,
OMOGON-1,Not Applicable,EXP,3048,Dec 23/72,,
OMOJA-1,Not Applicable,EXP,4234,Nov 16/96,,
OMOKU EAST-1,Not Applicable,EXP,4310,Mar 26/81,,
OMOKU WEST-1,Not Applicable,EXP,3909.1,Mar 18/74,,
OMOKU WEST-2,Not Applicable,ORD APP,4255,Aug 01/75,,
OMOKU WEST-2ST1,Not Applicable,ORD APP,3979,Oct 01/75,,
OMON-1,Not Applicable,EXP,3235,Jul 12/91,,
OMON-1ST1,Not Applicable,EXP,2910,Sep 01/91,,
OMURO-1,Not Applicable,EXP,2452,Jan 17/94,,
ONA-1,Not Applicable,EXP,4115.4,Apr 08/77,,
ONA-2,Not Applicable,EXP,3962,Nov 13/93,,
ONA-2ST1,Not Applicable,EXP,4115,Feb 02/94,,
ONA-3,Not Applicable,ORD APP,3657.4,May 23/94,,
ONA-4,Oil Producer,DEV,,Mar 14/08,,
ONA-G,Not Applicable,ORD APP,"12,900m",10th-June-2010 ,,
ONIGUN-1,Not Applicable,EXP,5000,Nov 22/05,,
ONIGUN-1ST1,Not Applicable,EXP,5388,Dec 02/05,,
ONIKU SOUTH-1,Not Applicable,EXP,2857,Jul 09/74,,
ONIKU SOUTH-1R,Not Applicable,RELIEF,3007,Sep 30/74,,
ONIKU SOUTH-1RST1,Not Applicable,RELIEF,2752,May 28/75,,
ONIKU SOUTH-1RST2,Not Applicable,RELIEF,2994,May 28/75,,
ONIKU-1,Not Applicable,EXP,2811.8,May 04/71,,
ONITE-1,Not Applicable,EXP,3615,Apr 07/76,,
ONNE-1,Not Applicable,EXP,3165,Mar 21/65,,
ONNE-2,Not Applicable,ORD APP,3060.2,Dec 11/66,,
ONNE-3,Oil Producer,DEV,2904,Dec 01/77,,
ONYA EAST 1BIS,Not Applicable,EXP,4305,Dec 20/77,,
ONYA EAST-1,Not Applicable,EXP,,Nov 26/77,,
ONYIKA-1,Not Applicable,EXP,2734,Dec 19/81,,
OPALO EAST-1,Oil Producer,DEV,2186,May 22/97,,
OPALO EAST-2,Oil Producer,DEV,3342,Jul 21/97,,
OPALO-1,Not Applicable,EXP,2646,May 17/95,,
OPALO-2,Oil Producer,DEV,1908,Sep 27/96,,
OPALO-3,Oil Producer,DEV,1900,Feb 01/97,,
OPE-1,Not Applicable,EXP,3011,Mar 13/93,,
OPIARUM-1,Not Applicable,SCI,948.8,May 14/55,,
OPOBO NORTH-1,Not Applicable,EXP,3708,Oct 26/81,,
OPOBO SOUTH-1,Not Applicable,EXP,3429,Jan 14/60,,
OPOBO SOUTH-10,Oil Producer,DEV,3301,Oct 25/79,,
OPOBO SOUTH-2,Not Applicable,EXP,3508.9,Apr 01/74,,
