Well_Name,WellType_Name,WellClass_Name,Total_Dept,SPud_Date,Remarks,Production Completed
ADANGA NORTH HORST-13H,Oil Producer,DEV,2651,15.05.2010,,
ADANGA NORTH HORST-14H,Oil Producer,DEV,2799,10.06.2010,,
ADANGA NORTH HORST-15H,Oil Producer,DEV,2593,06.07.2010,,
ADANGA NORTH HORST-3A,Not Applicable,ORD APP,2096,Oct 09/05,,
ADANGA NORTH HORST-4H,Oil Producer,DEV,2255,Nov 25/05,,
ADANGA NORTH HORST-4P,Oil Producer,DEV,1292,Nov 22/05,,
ADANGA NORTH HORST-5H,Oil Producer,DEV,2487,,,
ADANGA NORTH HORST-5P,Oil Producer,DEV,2399,Oct 16/07,,
ADANGA NORTH-1,Not Applicable,EXP,2134,Oct 19/86,,
ADANGA NORTH-2H,Not Applicable,ORD APP,1756,Sep 04/96,,
ADANGA SOUTH-10H,Oil Producer,DEV,3172,,,
ADANGA SOUTH-10HST1,Oil Producer,DEV,2862,,,
ADANGA SOUTH-12H,Oil Producer,DEV,3500,,,
ADANGA SOUTH-13H,Oil Producer,DEV,2577,Aug 14/07,,
ADANGA SOUTH-13HST1,Oil Producer,DEV,3268,,,
ADANGA SOUTH-13HST2,Oil Producer,DEV,3075,,,
ADANGA SOUTH-14H,Oil Producer,DEV,3025,Oct 30/07,,
ADANGA SOUTH-16H,Oil Producer,DEV,3880,23.08.2010,,
ADANGA SOUTH-19H,Oil Producer,DEV,3883.15,09.10.2010,,
ADANGA SOUTH-1H,Oil Producer,DEV,2794,May 01/02,,
ADANGA SOUTH-2H,Oil Producer,DEV,2805,Apr 28/02,,
ADANGA SOUTH-3H,Oil Producer,DEV,2781,Jun 12/02,,
ADANGA SOUTH-4H,Oil Producer,DEV,2618,Feb 25/03,,
ADANGA SOUTH-4HST1,Oil Producer,DEV,3032,Mar 15/03,,
ADANGA SOUTH-5H,Oil Producer,DEV,2836,Feb 28/03,,
ADANGA SOUTH-5HST1,Oil Producer,DEV,3271,Mar 25/03,,
ADANGA SOUTH-6HST1,Oil Producer,DEV,2863,Apr 20/03,,
ADANGA SOUTH-6HST2,Oil Producer,DEV,2780,Apr 30/03,,
ADANGA SOUTH-6HST3,Oil Producer,DEV,2984,May 15/03,,
ADANGA SOUTH-6PH,Oil Producer,DEV,2246,Mar 04/03,,
ADANGA SOUTH-7H,Oil Producer,DEV,3500,Jun 27/04,,
ADANGA SOUTH-7HST1,Oil Producer,DEV,3536,Aug 25/04,,
ADANGA SOUTH-8H,Oil Producer,DEV,3500,Jul 01/04,,
ADANGA SOUTHWEST-1,Not Applicable,EXP,2807,Feb 05/96,,
ADANGA SOUTHWEST-18H,Oil Producer,DEV,3109,Jul 06/08,,
ADANGA SOUTHWEST-2H,Oil Producer,DEV,3134,Mar 02/01,,
ADANGA SOUTHWEST-3H,Oil Producer,DEV,2688,Sep 17/01,,
ADANGA SOUTHWEST-4H,Oil Producer,DEV,2868,Oct 17/01,,
ADANGA SOUTHWEST-4PH1,Oil Producer,DEV,2512,Oct 25/01,,
ADANGA SOUTHWEST-4ST1,Oil Producer,DEV,2999,Nov 02/01,,
ADANGA SOUTHWEST-4ST2,Oil Producer,DEV,2701,Nov 10/01,,
ADANGA SOUTHWEST-4ST3,Oil Producer,DEV,2330,Nov 18/01,,
ADANGA SOUTH-WIJ-1,Water Injector,DEV,2337,Dec 25/02,,
ADANGA SOUTH-WIJ-2,Water Injector,DEV,2679,Jan 15/03,,
ADANGA-1,Not Applicable,EXP,2516,Aug 08/80,,
ADANGA-10,Oil Producer,DEV,3167,Mar 01/85,,
ADANGA-11,Oil Producer,DEV,2157,Jun 06/88,,
ADANGA-11A,Oil Producer,DEV,1450,,,
ADANGA-11H,Oil Producer,DEV,2783,,,
ADANGA-11P1,Oil Producer,DEV,2325,,,
ADANGA-11P2,Oil Producer,DEV,2750,,,
ADANGA-12,Oil Producer,DEV,2792,Jul 09/88,,
ADANGA-13H,Oil Producer,DEV,2987,Apr 27/01,,
ADANGA-13HST1,Oil Producer,DEV,2074,Aug 14/07,,
ADANGA-14H,Oil Producer,DEV,2598,May 01/01,,
ADANGA-15A,Not Applicable,ORD APP,2020,Feb 20/05,,
ADANGA-15AST,Not Applicable,ORD APP,1747,Feb 28/05,,
ADANGA-16STH,Oil Producer,DEV,2200,May 15/06,,
ADANGA-17H,Oil Producer,DEV,2912,Aug 17/06,,
ADANGA-21H,Oil Producer,DEV,3000,Jan 10/07,,
ADANGA-22 WI,Water Injector,DEV,2266.20 MD ,02.01.2009,,
ADANGA-2E,Not Applicable,ORD APP,2402,May 01/84,,
ADANGA-3G,Not Applicable,ORD APP,2682,Jun 03/84,,
ADANGA-4,Oil Producer,DEV,2867,Jul 01/84,,
ADANGA-4HST1,Oil Producer,DEV,3000,Jun 14/01,,
ADANGA-5C,Oil Producer,DEV,2704,Aug 01/84,,
ADANGA-6F,Oil Producer,DEV,2712,Sep 17/84,,
ADANGA-7D,Oil Producer,DEV,3233,Oct 22/84,,
ADANGA-8B,Oil Producer,DEV,2697,Jan 10/85,,
ADANGA-9A,Oil Producer,DEV,3143,Feb 20/85,,
ADANGA-9H,Oil Producer,DEV,2758,Aug 05/04,,
ADAOBI-1,Not Applicable,EXP,2382,Dec 24/82,,
ADEIN ZIGAZIGA-1,Not Applicable,EXP,4412,Aug 26/90,,
ADIBAWA NORTHEAST-1,Not Applicable,EXP,3655,Jun 06/72,,
ADIBAWA NORTHEAST-2,Not Applicable,ORD APP,3353,Mar 08/73,,
ADIBAWA NORTHEAST-3,Not Applicable,ORD APP,2743,Mar 21/73,,
ADIBAWA NORTHEAST-4,Not Applicable,ORD APP,3698,Feb 16/75,,
ADIBAWA-1,Not Applicable,EXP,3644,Jun 27/66,,
ADIBAWA-10,Oil Producer,DEV,2890,May 30/74,,
ADIBAWA-11,Oil Producer,DEV,2554,Jun 11/74,,
ADIBAWA-12,Oil Producer,DEV,2591,Jun 28/74,,
ADIBAWA-13,Oil Producer,DEV,2591,Jul 12/74,,
ADIBAWA-14,Oil Producer,DEV,3353,Jul 27/74,,
ADIBAWA-15,Oil Producer,DEV,3368,Aug 22/74,,
ADIBAWA-16,Oil Producer,DEV,2499,Jan 13/75,,
ADIBAWA-17,Oil Producer,DEV,2522,Jan 26/75,,
ADIBAWA-18,Oil Producer,DEV,2591,Apr 25/75,,
ADIBAWA-19,Oil Producer,DEV,3748,May 15/75,,
ADIBAWA-2,Not Applicable,ORD APP,3865,May 31/67,,
ADIBAWA-20,Oil Producer,DEV,3200,Jun 15/75,,
ADIBAWA-21,Oil Producer,DEV,2622,Jun 28/75,,
ADIBAWA-22,Oil Producer,DEV,2812,Jan 25/76,,
ADIBAWA-23,Oil Producer,DEV,3274,Jul 14/78,,
ADIBAWA-24,Oil Producer,DEV,3289,May 01/80,,
ADIBAWA-25,Oil Producer,DEV,2662,May 26/80,,
ADIBAWA-26,Oil Producer,DEV,2728,Feb 20/81,,
ADIBAWA-27,Oil Producer,DEV,2530,Mar 21/81,,
ADIBAWA-3,Not Applicable,ORD APP,3627,Jun 05/67,,
ADIBAWA-4,Not Applicable,ORD APP,3840,Jun 30/67,,
ADIBAWA-5,Oil Producer,DEV,4069,Jun 01/71,,
ADIBAWA-6,Oil Producer,DEV,3353,Mar 14/72,,
ADIBAWA-7,Oil Producer,DEV,3716,Apr 15/72,,
ADIBAWA-8,Oil Producer,DEV,3884,Apr 04/73,,
ADIBAWA-9,Oil Producer,DEV,3309,Mar 01/74,,
ADOFI RIVER-3DIR,Not Applicable,2nd APP,3610,30.12.2011,,
ADOFI RIVER-1,Not Applicable,EXP,2876.7,Dec 23/71,EX. NSUKWA-1,
ADOFI RIVER-2,Not Applicable,EXP,2917,Apr 05/81,,
ADOFI RIVER-3,Not Applicable,2nd APP,"3,627m",30-Dec-11,EX ADOFI RIVER DEEP-A,
ADOFI-1,Not Applicable,EXP,2886,Jul 22/88,,
ADOKA-1,Not Applicable,SCI,975.4,Jan 16/55,,
ADOLO-1,Not Applicable,EXP,1515,Dec 10/06,,
ADOLO-1ST1,Not Applicable,EXP,3054,Dec 29/06,,
ADOLO-2,Not Applicable,ORD APP,3120,Mar 25/07,,
ADOLO-3,Not Applicable,ORD APP,3000,Aug 16/07,,
ADOLO-4,Oil Producer,DEV,398,Dec 30/07,,
ADOLO-5,Oil Producer,DEV,,Oct 07/08,,
ADOLO-6,Oil Producer,DEV,"9,757",JAN-11-09,,
ADUA EAST-1,Not Applicable,ORD APP,2473,Dec 13/95,,
ADUA NN-1,Not Applicable,EXP,2868.8,Nov 19/79,,
ADUA-Y,Not Applicable,EXP,2805,Jan 07/78,,
ADUA-10A,Oil Producer,DEV,2273,Feb 04/78,,
ADUA-11A,Oil Producer,DEV,2289,Nov 13/77,,
ADUA-12AHST,Oil Producer,DEV,2264,Jan 29/97,,
ADUA-13AHST,Oil Producer,DEV,3183,Feb 28/97,,
ADUA-14AHST,Oil Producer,DEV,2709,Apr 10/97,,
ADUA-15,Oil Producer,DEV,2438,Oct 14/97,,
ADUA-16A,Oil Producer,DEV,3209,,,
ADUA-17A,Oil Producer,DEV,3136,02.06.2009,ADUA-NFW,
ADUA-18A,Oil Producer,DEV,3753,11.07.2009,EX. ADUA-AA1,
ADUA-19A,Oil Producer,DEV,2013,23.08.2009,EX. ADUA-EAST AFB 2AA6,
ADUA-2,Not Applicable,ORD APP,2967.5,Nov 23/69,,
ADUA-20A,Oil Producer,DEV,1992,23.08.2009,EX. ADUA-AA3,
ADUA-3A,Not Applicable,ORD APP,2950.5,May 08/72,,
ADUA-4,Not Applicable,ORD APP,2561,May 03/75,,
ADUA-5A,Oil Producer,DEV,2946,Jun 19/76,,
ADUA-6A,Oil Producer,DEV,2510,Jul 18/76,,
ADUA-7A,Oil Producer,DEV,2344,Jul 27/76,,
ADUA-8A,Oil Producer,DEV,2405,Aug 22/76,,
ADUA-9A,Oil Producer,DEV,2512,Sep 11/76,,
AFAM UMU-11,Not Applicable,ORD APP,3020.6,Nov 27/58,,
AFAM UMU-14,Not Applicable,ORD APP,2895.6,Sep 06/66,,
AFAM UMU-5,Not Applicable,EXP,3099.2,Sep 12/57,,
AFAM UMU-7,Not Applicable,ORD APP,3205.3,May 19/58,,
AFAM-024,Oil Producer,DEV,2892,17.11.2010,,
AFAM-025,Oil Producer,DEV,3693,08.10.2010,,
AFAM-1,Not Applicable,EXP,3111.1,Sep 06/56,,
AFAM-10,Not Applicable,ORD APP,2930,Oct 23/58,,
AFAM-12,Not Applicable,ORD APP,2901.7,Jan 04/59,,
AFAM-13,Not Applicable,ORD APP,2904.7,Feb 14/59,,
AFAM-15,Not Applicable,ORD APP,2926.1,Sep 19/66,,
AFAM-16,Not Applicable,ORD APP,3215.6,Oct 02/66,,
AFAM-17,Not Applicable,ORD APP,3416.8,Mar 11/67,,
AFAM-18,Not Applicable,ORD APP,3494.5,Sep 30/70,,
AFAM-19,Not Applicable,ORD APP,3657.6,Oct 08/71,,
AFAM-2,Not Applicable,ORD APP,3068.4,Dec 20/56,,
AFAM-20,Not Applicable,ORD APP,3291.8,Oct 31/72,,
AFAM-21,Not Applicable,ORD APP,2885,Oct 26/75,,
AFAM-22,Oil Producer,DEV,2804,Aug 27/78,,
AFAM-26,Oil Producer,DEV,3199.18,13.02.2012,,
AFAM-3,Not Applicable,ORD APP,2971.2,Mar 13/57,,
AFAM-4,Not Applicable,ORD APP,3051.4,Jun 28/57,,
AFAM-6,Not Applicable,ORD APP,3046.2,Dec 03/57,,
AFAM-8,Not Applicable,ORD APP,2945.9,Jul 31/58,,
AFAM-9,Not Applicable,ORD APP,2971.8,Sep 11/58,,
AFAM-9 ,Gas Producer,DEV,2972.5,26.06.2009,,
AFIA-1,Not Applicable,EXP,1822,Feb 18/82,,
AFIA-10,Oil Producer,DEV,1755,Apr 29/93,,
AFIA-11,Oil Producer,DEV,1866,May 14/93,,
AFIA-12,Oil Producer,DEV,1853,Jul 29/93,,
AFIA-13,Oil Producer,DEV,1633,Aug 14/93,,
AFIA-14,Oil Producer,DEV,2140,Sep 06/93,,
AFIA-14ST1,Oil Producer,DEV,1914,Jan 19/94,EX. AFIA-14G,
AFIA-15,Oil Producer,DEV,1815,Nov 13/93,,
AFIA-15ST1,Oil Producer,DEV,1733,Nov 27/93,,
AFIA-16,Oil Producer,DEV,1950,Dec 02/93,,
AFIA-17,Oil Producer,DEV,2312,Dec 26/94,EX. AFIA-101,
AFIA-18,Oil Producer,DEV,2335,Dec 10/06,,
AFIA-2,Not Applicable,ORD APP,2300,Sep 21/88,,
AFIA-3,Not Applicable,ORD APP,1530,Dec 15/88,,
AFIA-4,Not Applicable,ORD APP,2036,Jan 06/90,,
AFIA-5,Oil Producer,DEV,1997,Sep 08/92,,
AFIA-6,Oil Producer,DEV,2054,Oct 17/92,,
AFIA-6ST1,Oil Producer,DEV,1708,Nov 21/92,,
AFIA-7,Oil Producer,DEV,1909,Nov 29/92,,
AFIA-8,Oil Producer,DEV,1805,Nov 30/92,,
AFIA-9,Oil Producer,DEV,1608,Apr 12/93,,
AFIANDO-1,Not Applicable,EXP,3479,Jun 26/83,,
AFIESERE-1,Not Applicable,EXP,3240.6,Jan 22/66,,
AFIESERE-10,Not Applicable,ORD APP,3095,Jan 10/69,,
AFIESERE-11,Not Applicable,ORD APP,2743,Feb 01/69,,
AFIESERE-12,Not Applicable,ORD APP,2743,May 02/69,,
AFIESERE-13,Oil Producer,DEV,2713,Aug 29/69,,
AFIESERE-14,Oil Producer,DEV,2713,Sep 11/69,,
AFIESERE-15,Oil Producer,DEV,2066,Oct 14/70,,
AFIESERE-16,Oil Producer,DEV,2063,Oct 24/70,,
AFIESERE-17,Oil Producer,DEV,2716,Jun 03/72,,
AFIESERE-18,Oil Producer,DEV,2081,Aug 13/72,,
AFIESERE-19,Oil Producer,DEV,2069,Aug 22/72,,
AFIESERE-2,Not Applicable,ORD APP,3109,Jun 14/66,,
AFIESERE-20,Oil Producer,DEV,2076,Aug 03/73,,
AFIESERE-21,Oil Producer,DEV,2098,Aug 11/73,,
AFIESERE-22,Oil Producer,DEV,2136,Apr 15/76,,
AFIESERE-23,Oil Producer,DEV,2154,Apr 27/76,,
AFIESERE-24,Oil Producer,DEV,2149,May 08/76,,
AFIESERE-25,Oil Producer,DEV,2137,May 18/76,,
AFIESERE-26,Oil Producer,DEV,2286,Jan 16/77,,
AFIESERE-27,Oil Producer,DEV,2149,Feb 17/77,,
AFIESERE-28,Oil Producer,DEV,2105,Feb 26/77,,
AFIESERE-29,Oil Producer,DEV,2170,Mar 08/77,,
AFIESERE-3,Not Applicable,ORD APP,3124,Jul 03/66,,
AFIESERE-30,Oil Producer,DEV,2529,Mar 16/77,,
AFIESERE-31,Oil Producer,DEV,2697,May 25/77,,
AFIESERE-32,Oil Producer,DEV,2709,Jun 23/77,,
AFIESERE-33,Oil Producer,DEV,2765,Oct 27/78,,
AFIESERE-34,Oil Producer,DEV,2837,Jul 12/79,,
AFIESERE-35,Not Applicable,ORD APP,2325,Dec 15/87,,
AFIESERE-36,Oil Producer,DEV,2947,May 04/91,,
AFIESERE-37,Oil Producer,DEV,2349,Jul 17/91,,
AFIESERE-38,Oil Producer,DEV,2268,Aug 29/91,,
AFIESERE-39,Oil Producer,DEV,2725,Dec 12/91,,
AFIESERE-4,Not Applicable,ORD APP,3078,Jul 19/66,,
AFIESERE-40,Oil Producer,DEV,2324,Jan 08/92,,
AFIESERE-41,Oil Producer,DEV,2943,Feb 06/92,,
AFIESERE-5,Not Applicable,ORD APP,3525,Sep 23/66,,
AFIESERE-6,Not Applicable,ORD APP,2737,May 30/68,,
AFIESERE-7,Not Applicable,ORD APP,3018,Jun 13/68,,
AFIESERE-8,Not Applicable,ORD APP,2747,Nov 06/68,,
AFIESERE-9,Not Applicable,ORD APP,2774,Dec 17/68,,
AFIKPO-1,Not Applicable,SCI,438,Oct 12/53,,
AFIKPO-2,Not Applicable,SCI,515.1,Nov 03/53,,
AFIKPO-3,Not Applicable,SCI,458.4,Dec 03/53,,
AFIKPO-4,Not Applicable,SCI,543.5,Dec 20/53,,
AFINADO-2DIR,Not Applicable,1st APP,4140mMD,2-Feb-12,EX EDENG-1X,
AFOWO-1,Not Applicable,EXP,2149.1,Dec 02/59,,
AFREMO-1,Not Applicable,EXP,3284.2,Jan 01/72,,
AFREMO-10,Oil Producer,DEV,2988,Jul 20/81,,
AFREMO-11,Oil Producer,DEV,2575,Oct 07/81,,
AFREMO-12,Oil Producer,DEV,2363,Sep 02/81,,
AFREMO-13,Oil Producer,DEV,2713,Jan 29/82,,
AFREMO-14,Oil Producer,DEV,2627,Nov 09/81,,
AFREMO-15,Oil Producer,DEV,2377,Dec 17/81,,
AFREMO-2,Not Applicable,ORD APP,1069.5,Jan 28/72,,
AFREMO-3,Not Applicable,ORD APP,3383.3,Feb 02/72,,
AFREMO-4,Not Applicable,ORD APP,3185,Feb 20/78,,
AFREMO-5,Oil Producer,DEV,2957,Nov 21/78,,
AFREMO-6,Oil Producer,DEV,2667,Nov 23/80,,
AFREMO-7,Oil Producer,DEV,1971,Jan 03/81,,
AFREMO-8,Oil Producer,DEV,2822,Feb 25/82,,
AFREMO-9,Oil Producer,DEV,2926,Jan 03/82,,
AFUO-1,Not Applicable,EXP,3636,Mar 21/98,,
AGAGA-1,Not Applicable,EXP,3833,Apr 01/83,,
AGANKETIN-1,Not Applicable,EXP,,Nov 01/93,,
AGATHA-1,Not Applicable,EXP,,Jan 25/07,,
AGBADA-67,Oil Producer,DEV,3361,08.01.2011,,
AGBADA-68,Oil Producer,DEV,3589,20.01.2011,,
AGBADA-69,Oil Producer,DEV,3870,16.07.2011,,
AGBADA-70,Oil Producer,DEV,2957,16.10.2011,,
AGBADA-1,Not Applicable,EXP,3663.7,Aug 09/60,,
AGBADA-10,Not Applicable,ORD APP,2804.2,May 14/66,,
AGBADA-11,Not Applicable,ORD APP,2743.2,May 23/66,,
AGBADA-11ST1,Oil Producer,DEV,2500,Dec 12/02,,
AGBADA-11ST2,Oil Producer,DEV,2431,Dec 25/02,,
AGBADA-12,Not Applicable,ORD APP,2743.2,Jun 04/66,,
AGBADA-13,Not Applicable,ORD APP,2743.2,Jun 14/66,,
AGBADA-14,Not Applicable,ORD APP,3184.6,Dec 18/66,,
AGBADA-15,Not Applicable,ORD APP,3183.6,Jan 05/67,,
AGBADA-16,Not Applicable,ORD APP,3571.7,Jan 07/67,,
AGBADA-17,Not Applicable,ORD APP,3288.2,May 17/70,,
AGBADA-17ST1,Oil Producer,DEV,2502,Jan 22/03,,
AGBADA-18,Oil Producer,DEV,2377.4,Jun 06/70,,
AGBADA-19,Oil Producer,DEV,2578.6,Jun 19/70,,
AGBADA-1ST1,Oil Producer,DEV,2994,Jul 18/01,,
AGBADA-2,Not Applicable,ORD APP,2877,Nov 17/63,,
AGBADA-20,Oil Producer,DEV,1799.8,Jul 05/70,,
AGBADA-21,Not Applicable,ORD APP,3169.9,Jul 19/70,,
AGBADA-22,Not Applicable,ORD APP,2866,Jul 19/70,,
AGBADA-24,Oil Producer,DEV,2273.8,Apr 18/71,,
AGBADA-25,Not Applicable,ORD APP,3655.2,Aug 20/71,,
AGBADA-26,Not Applicable,ORD APP,3621,Jul 10/72,,
AGBADA-27,Oil Producer,DEV,2374.4,Nov 05/72,,
AGBADA-28,Not Applicable,ORD APP,2389.6,Nov 20/72,,
AGBADA-28ST1,Oil Producer,DEV,2497,Oct 21/02,,
AGBADA-29,Oil Producer,DEV,2371.3,Dec 01/72,,
AGBADA-29ST1,Oil Producer,DEV,2420,Aug 31/02,,
AGBADA-3,Not Applicable,ORD APP,3621.6,Jan 24/64,,
AGBADA-30,Oil Producer,DEV,2145.8,Dec 12/72,,
AGBADA-31,Oil Producer,DEV,2365.3,Dec 23/72,,
AGBADA-32,Not Applicable,ORD APP,3078.5,Jan 19/73,,
AGBADA-33,Not Applicable,ORD APP,2968.8,Jan 04/74,,
AGBADA-34,Not Applicable,ORD APP,2768,Aug 21/77,,
AGBADA-35,Not Applicable,ORD APP,3085,Aug 05/78,,
AGBADA-35ST1,Oil Producer,DEV,2615,Feb 24/03,,
AGBADA-36,Oil Producer,DEV,2359,Sep 05/79,,
AGBADA-37,Oil Producer,DEV,2505,Sep 17/79,,
AGBADA-37ST1,Oil Producer,DEV,2351,May 17/02,,
AGBADA-38,Oil Producer,DEV,2377,Oct 16/79,,
AGBADA-39,Not Applicable,ORD APP,2652,Jan 20/80,,
AGBADA-3ST1,Oil Producer,DEV,3624,Oct 10/01,,
AGBADA-4,Not Applicable,ORD APP,3660.3,Jul 30/64,,
AGBADA-40,Oil Producer,DEV,2472,Sep 06/80,,
AGBADA-41,Oil Producer,DEV,2268,Sep 25/80,,
AGBADA-42,Oil Producer,DEV,2400,Oct 24/80,,
AGBADA-43,Oil Producer,DEV,2539,Nov 21/80,,
AGBADA-44,Oil Producer,DEV,2286,Dec 20/80,,
AGBADA-45,Oil Producer,DEV,2560,Jan 06/81,,
AGBADA-46,Oil Producer,DEV,2441,Jan 25/81,,
AGBADA-47,Oil Producer,DEV,2661,Apr 26/81,,
AGBADA-48,Oil Producer,DEV,2390,May 27/81,,
AGBADA-49,Oil Producer,DEV,2478,Jun 13/81,,
AGBADA-5,Not Applicable,ORD APP,3148,Nov 16/64,,
AGBADA-50,Oil Producer,DEV,2499,Jul 09/81,,
AGBADA-51,Oil Producer,DEV,2243,Aug 07/81,,
AGBADA-52,Oil Producer,DEV,2335,Aug 26/81,,
AGBADA-53,Not Applicable,ORD APP,3298,Feb 17/82,,
AGBADA-54,Oil Producer,DEV,2498,Apr 05/89,,
AGBADA-55,Oil Producer,DEV,2488,Apr 21/89,,
AGBADA-55ST1,Oil Producer,DEV,2709,Jun 27/02,,
AGBADA-56,Oil Producer,DEV,2552,Jun 04/89,,
AGBADA-57,Oil Producer,DEV,2319,Feb 23/90,,
AGBADA-58,Oil Producer,DEV,2697,Aug 19/90,,
AGBADA-59,Oil Producer,DEV,2482,Sep 25/90,,
AGBADA-6,Not Applicable,ORD APP,2937.4,Dec 03/64,,
AGBADA-60ST1,Oil Producer,DEV,4455,Jul 16/91,,
AGBADA-61,Oil Producer,DEV,3295,Jun 17/00,,
AGBADA-62,Oil Producer,DEV,3359,Sep 23/00,,
AGBADA-63,Oil Producer,DEV,2927,Nov 12/00,,
AGBADA-64,Oil Producer,DEV,2960,Jan 09/01,,
AGBADA-64ST1,Oil Producer,DEV,2809,Feb 02/01,,
AGBADA-7,Not Applicable,ORD APP,2916.9,Oct 02/65,,
AGBADA-8,Not Applicable,ORD APP,2804.2,Oct 16/65,,
AGBADA-9,Not Applicable,ORD APP,3606.4,Oct 26/65,,
AGBAMI-AA(PQL2),Oil Producer,DEV,,,,
AGBAMI-AB(PFL5),Oil Producer,DEV,,,,
AGBAMI-AC(GHL6),Oil Producer,DEV,,,,
AGBAMI-AD(PLL3),Oil Producer,DEV,,,,
AGBAMI-1,Not Applicable,EXP,3831,Jul 15/98,,
AGBAMI-10,Oil Producer,DEV,4214,Jan 01/05,,
AGBAMI-10ST1,Oil Producer,DEV,,Feb 08/07,,
AGBAMI-11,Oil Producer,DEV,4694,Jan 18/05,,
AGBAMI-12,Oil Producer,DEV,4193,Jan 10/05,,
AGBAMI-13,Oil Producer,DEV,3887,May 22/05,,
AGBAMI-14,Oil Producer,DEV,4481,May 17/05,,
AGBAMI-15,Oil Producer,DEV,,May 12/06,,
AGBAMI-16,Oil Producer,DEV,4794,Jul 05/06,,
AGBAMI-17A,Oil Producer,DEV,4945,Jun 30/06,,
AGBAMI-18,Oil Producer,DEV,2226,Jan 26/07,,
AGBAMI-19,Oil Producer,DEV,2220.6,Jul 01/06,,
AGBAMI-2,Not Applicable,ORD APP,4780,May 25/99,,
AGBAMI-20,Oil Producer,DEV,,Jul 25/07,,
AGBAMI-21,Water Injector,DEV,,Dec 12/08,,
AGBAMI-3,Not Applicable,ORD APP,4331,Dec 21/00,,
AGBAMI-3ST1,Not Applicable,ORD APP,4961,Mar 16/01,,
AGBAMI-4,Not Applicable,ORD APP,5053,May 08/01,,
AGBAMI-5,Not Applicable,ORD APP,4801,Oct 21/03,,
AGBAMI-6,Not Applicable,ORD APP,4548,Jan 04/04,,
AGBAMI-7,Oil Producer,DEV,4573,Aug 30/04,,
AGBAMI-8,Water Injector,DEV,4923,Aug 22/04,,
AGBAMI-9,Water Injector,DEV,4624,Dec 03/04,,
AGBAMI-AH(PVM1),Oil Producer,DEV,,,,
AGBAMI-Y[GEL1],Oil Producer,DEV,"-4,092",8/31/2009,,
AGBARA DEEP-1,Not Applicable,EXP,2008,Aug 28/03,,
AGBARA DEEP-1ST1,Not Applicable,EXP,5327,Oct 15/03,,
AGBARA-1,Not Applicable,EXP,3310,Apr 30/81,,
AGBARA-2,Not Applicable,ORD APP,3524,Jul 27/82,,
AGBARA-3,Not Applicable,EXP,3950,Jul 19/83,,
AGBARA-A1,Oil Producer,DEV,4495,Jan 05/87,,
AGBARA-A10,Oil Producer,DEV,3105,Apr 01/87,,
AGBARA-A11,Oil Producer,DEV,3365,Sep 17/86,,
AGBARA-A12,Oil Producer,DEV,3215,Sep 14/86,,
AGBARA-A13,Oil Producer,DEV,4204,Sep 15/86,,
AGBARA-A14,Oil Producer,DEV,3922,Dec 30/86,,
AGBARA-A15,Oil Producer,DEV,2539,Jan 21/88,,
AGBARA-A16,Oil Producer,DEV,3111,Dec 22/86,,
AGBARA-A17,Oil Producer,DEV,2938,Dec 15/86,,
AGBARA-A17ST1,Oil Producer,DEV,2938,Jul 05/88,,
AGBARA-A3,Oil Producer,DEV,3152,Jan 20/87,,
AGBARA-A4,Oil Producer,DEV,4675,Jan 09/87,,
AGBARA-A5,Oil Producer,DEV,2440,Feb 03/87,,
AGBARA-A6,Oil Producer,DEV,3780,Jan 24/87,,
AGBARA-A7,Oil Producer,DEV,2575,Jan 28/87,,
AGBARA-A8,Oil Producer,DEV,2434,Jan 31/87,,
AGBARA-A9,Oil Producer,DEV,3713,Jan 13/87,,
AGBAYA-1,Not Applicable,EXP,4333,Oct 03/91,,
AGBERI NORTH-1,Not Applicable,EXP,4584,Feb 25/82,,
AGBERI-1,Not Applicable,EXP,4190,Feb 02/76,,
AGGAH-1,Not Applicable,EXP,2811.2,Sep 18/74,,
AGGAH-2,Not Applicable,EXP,3504,Jan 11/75,,
AGGAH-3,Not Applicable,EXP,1221,Feb 09/91,,
AGGE-1,Not Applicable,EXP,3371,May 04/73,,
AGGE-2,Not Applicable,EXP,4500,Oct 25/99,EX. TEMI-1,
AGGE-2ST1,Not Applicable,EXP,4066,Mar 16/00,EX. TEMI-1ST1,
AGGE-3,Not Applicable,ORD APP,,,,
AGGE-3B,Not Applicable,ORD APP,,,,
AGHIGHO-1,Not Applicable,EXP,4030,May 07/65,,
AGHIGHO-10,Oil Producer,DEV,2381,Oct 12/77,,
AGHIGHO-11,Oil Producer,DEV,2276,Mar 21/78,,
AGHIGHO-12,Oil Producer,DEV,2300,Apr 14/83,,
AGHIGHO-13,Oil Producer,DEV,1621,Dec 19/83,,
AGHIGHO-14,Oil Producer,DEV,2275,Mar 30/84,,
AGHIGHO-15,Oil Producer,DEV,1630.4,Apr 11/85,,
AGHIGHO-15ST1,Oil Producer,DEV,1677,Apr 26/85,EX. AGHIGHO-15BIS,
AGHIGHO-16,Oil Producer,DEV,1630,May 06/85,,
AGHIGHO-17,Oil Producer,DEV,1624,May 26/85,,
AGHIGHO-18,Oil Producer,DEV,1615,May 12/86,,
AGHIGHO-19,Oil Producer,DEV,2230,Jul 10/86,,
AGHIGHO-1ST1,Not Applicable,EXP,3840.5,Jul 20/65,,
AGHIGHO-2,Not Applicable,EXP,3596.6,Apr 10/72,,
